,Product name in Flipkart,Retail Price in Flipkart,Discounted price in Flipkart,Product name in Amazon,Retail Price in Amazon,Discounted price in Amazon
9267,Anasazi Women's Printed Casual Shirt,999.0,450.0,Anasazi Women's Printed Casual Shirt,986,569
9268,Kuhuk Plastic Bangle Set,2000.0,480.0,Kuhuk Plastic Bangle Set,1998,565
9269,Mayra Women's Solid Casual Shirt,1995.0,499.0,Mayra Women's Solid Casual Shirt,1976,610
9270,People Women's Checkered Casual Shirt,899.0,629.0,People Women's Checkered Casual Shirt,889,774
9271,Madhyam Art Brass Brass Bangle Set,1662.0,398.0,Madhyam Art Brass Brass Bangle Set,1644,497
9272,Itrendz Women's Printed Casual Shirt,590.0,450.0,Itrendz Women's Printed Casual Shirt,582,563
9273,"Aarti Collections Women's Printed Casual, Festive, Party Shirt",749.0,379.0,"Aarti Collections Women's Printed Casual, Festive, Party Shirt",740,424
9274,Imc Deals Metal Bangle Set,685.0,199.0,Imc Deals Metal Bangle Set,672,245
9275,Osumfab Women's Solid Casual Shirt,799.0,399.0,Osumfab Women's Solid Casual Shirt,787,453
9276,Seeyaar Women's Solid Casual Shirt,699.0,449.0,Seeyaar Women's Solid Casual Shirt,694,583
9277,Fabpoppy Women's Solid Casual Shirt,625.0,275.0,Fabpoppy Women's Solid Casual Shirt,611,313
9278,Fabpoppy Women's Printed Casual Shirt,699.0,430.0,Fabpoppy Women's Printed Casual Shirt,685,556
9279,Thegudlook Women's Printed Casual Shirt,999.0,499.0,Thegudlook Women's Printed Casual Shirt,996,602
9280,Meee Women's Solid Casual Reversible Shirt,895.0,447.0,Meee Women's Solid Casual Reversible Shirt,884,566
9281,Stilestreet Women's Printed Casual Shirt,995.0,499.0,Stilestreet Women's Printed Casual Shirt,976,592
9282,Ausy Women's Solid Casual Shirt,999.0,487.0,Ausy Women's Solid Casual Shirt,981,551
9283,Asmara Women's Floral Print Casual Shirt,1199.0,499.0,Asmara Women's Floral Print Casual Shirt,1187,621
9284,Avenster Women's Solid Casual Shirt,899.0,397.0,Avenster Women's Solid Casual Shirt,882,556
9285,Antilia Femme Women's Solid Casual Reversible Shirt,1099.0,499.0,Antilia Femme Women's Solid Casual Reversible Shirt,1089,546
9286,Vedika Jewellery Alloy Bangle Set,999.0,349.0,Vedika Jewellery Alloy Bangle Set,987,437
9287,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",999.0,399.0,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",995,499
9288,Kashana Fashions Women's Solid Casual Shirt,1499.0,490.0,Kashana Fashions Women's Solid Casual Shirt,1489,569
9289,Eves Pret A Porter Women's Solid Casual Shirt,1200.0,399.0,Eves Pret A Porter Women's Solid Casual Shirt,1194,457
9290,Teemoods Women's Solid Casual Shirt,799.0,400.0,Teemoods Women's Solid Casual Shirt,780,504
9291,Sukkhi Brass Yellow Gold Bangle Set,1797.0,449.0,Sukkhi Brass Yellow Gold Bangle Set,1786,506
9292,Nexq Women's Solid Casual Shirt,1745.0,499.0,Nexq Women's Solid Casual Shirt,1737,603
9293,Tokyo Talkies Women's Solid Casual Shirt,749.0,374.0,Tokyo Talkies Women's Solid Casual Shirt,746,469
9294,Fabpoppy Women's Floral Print Casual Shirt,725.0,425.0,Fabpoppy Women's Floral Print Casual Shirt,715,534
9295,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",649.0,249.0,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",629,295
9296,Ethnicbazaar Women's Printed Casual Shirt,899.0,449.0,Ethnicbazaar Women's Printed Casual Shirt,891,557
9297,The Pari Brass Brass Bangle Set,1100.0,220.0,The Pari Brass Brass Bangle Set,1098,282
9298,Sukkhi Copper Rhodium Bangle Set,1397.0,369.0,Sukkhi Copper Rhodium Bangle Set,1386,464
9299,Entease Women's Floral Print Casual Shirt,1349.0,399.0,Entease Women's Floral Print Casual Shirt,1346,478
9300,Sukkhi Alloy Yellow Gold Bangle Set,1530.0,389.0,Sukkhi Alloy Yellow Gold Bangle Set,1515,471
9301,Ethnic Jewels Alloy Yellow Gold Bangle Set,1619.0,323.0,Ethnic Jewels Alloy Yellow Gold Bangle Set,-18,0
9302,Moh Maya Women's Polka Print Casual Shirt,999.0,470.0,Moh Maya Women's Polka Print Casual Shirt,979,523
9303,Vedika Jewellery Alloy Bangle Set,1299.0,399.0,Vedika Jewellery Alloy Bangle Set,1280,466
9304,Duvi Women's Floral Print Casual Shirt,799.0,399.0,Duvi Women's Floral Print Casual Shirt,782,450
9305,Viva Fashions Alloy Cubic Zirconia Rhodium Bangle,900.0,900.0,Viva Fashions Alloy Cubic Zirconia Rhodium Bangle,895,997
9306,Eyelet Women's Printed Casual Shirt,1199.0,399.0,Eyelet Women's Printed Casual Shirt,1189,513
9307,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",649.0,249.0,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",644,308
9308,Urthn Alloy Brass Bangle Set,995.0,345.0,Urthn Alloy Brass Bangle Set,987,418
9309,Praniti Wood Bangle,500.0,500.0,Praniti Wood Bangle,480,590
9310,Tradeyard Impex Alloy Bangle,749.0,259.0,Tradeyard Impex Alloy Bangle,736,313
9311,Tokyo Talkies Women's Striped Casual Shirt,799.0,399.0,Tokyo Talkies Women's Striped Casual Shirt,784,515
9312,L'Elegantae Women's Solid Casual Shirt,899.0,449.0,L'Elegantae Women's Solid Casual Shirt,880,500
9313,Ethnic Jewels Alloy Bangle Set,996.0,199.0,Ethnic Jewels Alloy Bangle Set,976,247
9314,Viva Fashions Alloy Cubic Zirconia Rhodium Bangle Set,850.0,850.0,Viva Fashions Alloy Cubic Zirconia Rhodium Bangle Set,837,1059
9315,Dumdaar.Com Women's Self Design Casual Shirt,999.0,399.0,Dumdaar.Com Women's Self Design Casual Shirt,991,505
9316,Vedika Jewellery Alloy Bangle Set,1299.0,375.0,Vedika Jewellery Alloy Bangle Set,1287,429
9317,Alibi By INMARK Women's Solid Casual Shirt,799.0,316.0,Alibi By INMARK Women's Solid Casual Shirt,785,358
9318,Variation Alloy Yellow Gold 22 Bangle Set,1049.0,299.0,Variation Alloy Yellow Gold 22 Bangle Set,888,380
9319,Kiosha Women's Checkered Casual Shirt,1399.0,297.0,Kiosha Women's Checkered Casual Shirt,1394,370
9320,Sukkhi Zinc Rhodium Bangle,1871.0,489.0,Sukkhi Zinc Rhodium Bangle,1863,621
9321,ONLY Women's Printed Casual Shirt,1295.0,453.0,ONLY Women's Printed Casual Shirt,1279,543
9322,TOPQ The Best Smartphone Car Mount,999.0,224.0,TOPQ The Best Smartphone Car Mount,979,264
9323,Xupply Square Pack of 1 Table Placemat,500.0,350.0,Xupply Square Pack of 1 Table Placemat,491,414
9324,"khodal fashion Embroidered Women's Lehenga, Choli and Dupatta Set",4999.0,2999.0,"khodal fashion Embroidered Women's Lehenga, Choli and Dupatta Set",4995,3484
9325,Airwind Xylophone001,510.0,295.0,Airwind Xylophone001,497,377
9326,"fashion rudraksh Embroidered Women's Lehenga, Choli and Dupatta Set",5999.0,2549.0,"fashion rudraksh Embroidered Women's Lehenga, Choli and Dupatta Set",5983,3258
9327,"fashion rudraksh Embroidered Women's Lehenga, Choli and Dupatta Set",5999.0,2549.0,"fashion rudraksh Embroidered Women's Lehenga, Choli and Dupatta Set",5985,2947
9328,Vgstore Rectangular Pack of 6 Table Placemat,799.0,449.0,Vgstore Rectangular Pack of 6 Table Placemat,783,500
9329,"fashion rudraksh Embroidered Women's Lehenga, Choli and Dupatta Set",5999.0,2549.0,"fashion rudraksh Embroidered Women's Lehenga, Choli and Dupatta Set",5985,2947
9330,Netgear EX6120 AC1200 Mbps Wi-Fi Range Extender,4836.0,4600.0,Netgear EX6120 AC1200 Mbps Wi-Fi Range Extender,4824,5887
9331,"khodal fashion Embroidered Women's Lehenga, Choli and Dupatta Set",4999.0,2999.0,"khodal fashion Embroidered Women's Lehenga, Choli and Dupatta Set",4993,3590
9332,"fashion rudraksh Embroidered Women's Lehenga, Choli and Dupatta Set",5999.0,2549.0,"fashion rudraksh Embroidered Women's Lehenga, Choli and Dupatta Set",5985,2947
9333,"fashion rudraksh Embroidered Women's Lehenga, Choli and Dupatta Set",5999.0,2549.0,"fashion rudraksh Embroidered Women's Lehenga, Choli and Dupatta Set",5985,2947
9334,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2890,1953
9335,Radiant Bay Eternal Oath Yellow Gold Diamond 18 K Ring,32253.0,25802.0,Radiant Bay Eternal Oath Yellow Gold Diamond 18 K Ring,32249,30642
9336,Sapatos Checkered Single Quilts & Comforters Brown & Beige,2999.0,1499.0,Sapatos Checkered Single Quilts & Comforters Brown & Beige,2988,1910
9337,"KolorFish Flip Cover for Apple iPad Mini, Apple iPad Mini 2",1699.0,1299.0,"KolorFish Flip Cover for Apple iPad Mini, Apple iPad Mini 2",1689,1516
9338,Karatcraft Dahlia Yellow Gold Diamond 18 K Ring,40034.0,27962.0,Karatcraft Dahlia Yellow Gold Diamond 18 K Ring,40024,35952
9339,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1987,1963
9340,Shashvat Jewels Yellow Gold Diamond 14 K Ring,35726.0,28224.0,Shashvat Jewels Yellow Gold Diamond 14 K Ring,35725,31537
9341,Enthopia Back Cover for iPad mini,2895.0,1499.0,Enthopia Back Cover for iPad mini,2878,1732
9342,Jisha The Promise Gold Diamond 18 K Ring,49999.0,39050.0,Jisha The Promise Gold Diamond 18 K Ring,49981,47098
9343,Advent Crafts Glass Chuha Ganesha Showpiece  -  20 cm,1095.0,692.0,Advent Crafts Glass Chuha Ganesha Showpiece  -  20 cm,1079,832
9344,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1997,2145
9345,P.N.Gadgil Jewellers Gold Diamond 18K Yellow Gold 18 K Ring,49998.0,36246.0,P.N.Gadgil Jewellers Gold Diamond 18K Yellow Gold 18 K Ring,49983,42280
9346,Karatcraft Princess crown Yellow Gold Diamond 18 K Ring,38052.0,26670.0,Karatcraft Princess crown Yellow Gold Diamond 18 K Ring,38047,33822
9347,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1981,2118
9348,Karatcraft Vi̱a Yellow Gold Diamond 18 K Ring,39428.0,28080.0,Karatcraft Vi̱a Yellow Gold Diamond 18 K Ring,39426,33093
9349,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1991,1948
9350,Skys&Ray 007 Snap N Grip S1 Multiple Wrench Double Sided Adjustable Wrench Set,1099.0,799.0,Skys&Ray 007 Snap N Grip S1 Multiple Wrench Double Sided Adjustable Wrench Set,1094,1017
9351,Jewels5 Allene Yellow Gold Diamond 18 K Ring,37870.0,26868.0,Jewels5 Allene Yellow Gold Diamond 18 K Ring,37867,33180
9352,DailyObjects Back Cover for Apple iPad Mini with Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini with Retina Display,1984,2133
9353,Radiant Bay Best of Halo for women White Gold Diamond 14 K Ring,46177.0,36942.0,Radiant Bay Best of Halo for women White Gold Diamond 14 K Ring,46169,41701
9354,Sapatos Striped Single Quilts & Comforters Brown & White,2999.0,1499.0,Sapatos Striped Single Quilts & Comforters Brown & White,2982,1824
9355,"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",2895.0,1499.0,"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",2876,1888
9356,Radiant Bay Knuckle Delight White Gold Diamond 18 K Ring,45543.0,36434.0,Radiant Bay Knuckle Delight White Gold Diamond 18 K Ring,45526,43549
9357,BlueStone The Isabel White Gold Diamond 18 K Ring,47261.0,33409.0,BlueStone The Isabel White Gold Diamond 18 K Ring,47243,41060
9358,Hoko Book Cover for NEXUS 7 K008,2500.0,1250.0,Hoko Book Cover for NEXUS 7 K008,2480,1563
9359,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1992,2020
9360,JacknJewel Felicity Diamond Stone Gold 18K Yellow Gold 18 K Ring,40320.0,28000.0,JacknJewel Felicity Diamond Stone Gold 18K Yellow Gold 18 K Ring,40302,35635
9361,Sapatos Plain Single Duvet White,2999.0,1499.0,Sapatos Plain Single Duvet White,2979,1948
9362,Karatcraft Trimaya Eternity Gold Diamond 18 K Ring,49999.0,34859.0,Karatcraft Trimaya Eternity Gold Diamond 18 K Ring,49991,42511
9363,Radiant Bay Classic Solitaire Yellow Gold Diamond 14 K Ring,32778.0,26222.0,Radiant Bay Classic Solitaire Yellow Gold Diamond 14 K Ring,32767,32215
9364,Aviiq Book Cover for Apple iPad Mini,1350.0,1010.0,Aviiq Book Cover for Apple iPad Mini,1331,1280
9365,Jaipur Raga Lord Krishna Showpiece  -  14 cm,1099.0,799.0,Jaipur Raga Lord Krishna Showpiece  -  14 cm,1096,989
9366,Jewels5 Davita Yellow Gold Diamond 18 K Ring,35448.0,25213.0,Jewels5 Davita Yellow Gold Diamond 18 K Ring,35446,28701
9367,"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",2895.0,1499.0,"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",2876,1888
9368,Karatcraft Linnea Yellow Gold Diamond 18 K Ring,41432.0,30653.0,Karatcraft Linnea Yellow Gold Diamond 18 K Ring,41431,34135
9369,"Eureka Copper, Brass Jewel Set",740.0,640.0,"Eureka Copper, Brass Jewel Set",731,766
9370,"Enthopia Back Cover for iPad Air, iPad 5",2895.0,1499.0,"Enthopia Back Cover for iPad Air, iPad 5",2886,1882
9371,BlueStone The Apolonius Yellow Gold Diamond 18 K Ring,49377.0,37014.0,BlueStone The Apolonius Yellow Gold Diamond 18 K Ring,49372,45687
9372,JOY Back Cover for iPad 2,1950.0,1700.0,JOY Back Cover for iPad 2,1941,2205
9373,Diti Jewellery Gold 18 K Ring,39900.0,29925.0,Diti Jewellery Gold 18 K Ring,39894,38492
9374,Smile2u Retailers Toothpick Holder,1299.0,799.0,Smile2u Retailers Toothpick Holder,1283,912
9375,BlueStone The Cyprian Trinity Gold Diamond 18 K Ring,46536.0,33151.0,BlueStone The Cyprian Trinity Gold Diamond 18 K Ring,46517,40183
9376,"DailyObjects Back Cover for Apple iPad Mini, Retina Display",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad Mini, Retina Display",1995,1880
9377,"MHK Pouch for Apple iPad Air, Apple iPad Air 2, Apple 4th Generation iPad, Apple iPad 4",2399.0,1299.0,"MHK Pouch for Apple iPad Air, Apple iPad Air 2, Apple 4th Generation iPad, Apple iPad 4",2381,1608
9378,BlueStone The Reverent Luxury White Gold Diamond 18 K Ring,47406.0,36054.0,BlueStone The Reverent Luxury White Gold Diamond 18 K Ring,47387,43456
9379,BlueStone The Diva White Gold Diamond 18 K Ring,46555.0,34715.0,BlueStone The Diva White Gold Diamond 18 K Ring,46537,42524
9380,Jewels5 Camille Yellow Gold Diamond 18 K Ring,42926.0,30320.0,Jewels5 Camille Yellow Gold Diamond 18 K Ring,42906,35820
9381,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2895.0,2000.0,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2893,2405
9382,BlueStone The Marvel Yellow Gold Diamond 18 K Ring,35838.0,25263.0,BlueStone The Marvel Yellow Gold Diamond 18 K Ring,35833,29154
9383,"Enthopia Back Cover for Ipad Air, Ipad 5",2895.0,1895.0,"Enthopia Back Cover for Ipad Air, Ipad 5",2888,2359
9384,Sakshi Jewels Tenera Gold Diamond Yellow Gold 18 K Ring,39346.0,35180.0,Sakshi Jewels Tenera Gold Diamond Yellow Gold 18 K Ring,39343,39529
9385,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2884,2015
9386,Radiant Bay Grand Teardrop White Gold Diamond 18 K Ring,32844.0,26275.0,Radiant Bay Grand Teardrop White Gold Diamond 18 K Ring,32842,31926
9387,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1991,1948
9388,Love Bright Jewelry Sterling Silver Cubic Zirconia Rose Gold Ring,49999.0,36356.0,Love Bright Jewelry Sterling Silver Cubic Zirconia Rose Gold Ring,49989,41918
9389,Zotalic Shri Sai Baba Showpiece  -  11 cm,799.0,599.0,Zotalic Shri Sai Baba Showpiece  -  11 cm,779,745
9390,BlueStone The Victors Yellow Gold Diamond 18 K Ring,35079.0,27362.0,BlueStone The Victors Yellow Gold Diamond 18 K Ring,35060,31340
9391,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2887,1874
9392,Radiant Bay Sparkling Bloom White Gold Diamond 14 K Ring,40299.0,32239.0,Radiant Bay Sparkling Bloom White Gold Diamond 14 K Ring,40279,41774
9393,Karatcraft Triniya Promise Gold Diamond 18 K Ring,48550.0,34661.0,Karatcraft Triniya Promise Gold Diamond 18 K Ring,48539,38147
9394,Bracevor Laptop Case for Apple Macbook Air 13.3 inch,2999.0,1499.0,Bracevor Laptop Case for Apple Macbook Air 13.3 inch,2990,1934
9395,"BlueStone Priyala Ring Yellow Gold Diamond, Ruby 18 K Ring",33093.0,25599.0,"BlueStone Priyala Ring Yellow Gold Diamond, Ruby 18 K Ring",33076,31018
9396,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1981,2118
9397,Karatcraft Einser Yellow Gold Diamond 18 K Ring,40965.0,29380.0,Karatcraft Einser Yellow Gold Diamond 18 K Ring,40955,32996
9398,Sapatos Plain Single Dohar Fushia,2999.0,1499.0,Sapatos Plain Single Dohar Fushia,2988,1853
9399,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2887,1874
9400,Shashvat Jewels Yellow Gold Diamond 14 K Ring,44770.0,35369.0,Shashvat Jewels Yellow Gold Diamond 14 K Ring,44756,42635
9401,BlueStone The Myrah Yellow Gold Diamond 14 K Ring,39966.0,28831.0,BlueStone The Myrah Yellow Gold Diamond 14 K Ring,39960,33476
9402,"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",2895.0,1499.0,"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",2876,1888
9403,Karatcraft Rombus Yellow Gold Diamond 18 K Ring,38801.0,27637.0,Karatcraft Rombus Yellow Gold Diamond 18 K Ring,38793,33675
9404,Radiant Bay Brilliant Knot Yellow Gold Diamond 18 K Ring,34562.0,27650.0,Radiant Bay Brilliant Knot Yellow Gold Diamond 18 K Ring,34556,35708
9405,"Enthopia Back Cover for iPad Air, iPad 5",2895.0,1499.0,"Enthopia Back Cover for iPad Air, iPad 5",2883,1688
9406,"BlueStone Sylvan Lattice Yellow Gold Diamond, Pearl 14 K Ring",35876.0,26939.0,"BlueStone Sylvan Lattice Yellow Gold Diamond, Pearl 14 K Ring",35858,33533
9407,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1990,1962
9408,"Coco Bee Polka Single Quilts & Comforters White, Blue",3200.0,1405.0,"Coco Bee Polka Single Quilts & Comforters White, Blue",3180,1615
9409,Karatcraft Princess crown Yellow Gold Diamond 18 K Ring,40149.0,29595.0,Karatcraft Princess crown Yellow Gold Diamond 18 K Ring,40136,37917
9410,Jewels5 Jaidon Yellow Gold Diamond 18 K Ring,35720.0,25399.0,Jewels5 Jaidon Yellow Gold Diamond 18 K Ring,35706,32874
9411,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1998,2152
9412,"Home Originals Abstract, Abstract Double Blanket Multicolor",2999.0,1299.0,"Home Originals Abstract, Abstract Double Blanket Multicolor",2996,1482
9413,Jaipur Crafts Premium Collection Silver Lord Krishna With Makhan Matki Showpiece  -  13.97 cm,1499.0,838.0,Jaipur Crafts Premium Collection Silver Lord Krishna With Makhan Matki Showpiece  -  13.97 cm,1479,1089
9414,Radiant Bay Studded Square White Gold Diamond 14 K Ring,33033.0,26426.0,Radiant Bay Studded Square White Gold Diamond 14 K Ring,33026,31913
9415,"Enthopia Back Cover for Ipad Air, Ipad 5",2895.0,1499.0,"Enthopia Back Cover for iPad Air, iPad 5",2886,1882
9416,"Schick Trimstyle Razor & Bikini Trimmer Quattro For Women Trimmer, Shaver For Women",1499.0,999.0,"Schick Trimstyle Razor & Bikini Trimmer Quattro For Women Trimmer, Shaver For Women",1498,1176
9417,BlueStone The Meydar White Gold Diamond 18 K Ring,35184.0,26467.0,BlueStone The Meydar White Gold Diamond 18 K Ring,35173,33451
9418,Fullcutdiamond FCDR7203R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,45910.0,32137.0,Fullcutdiamond FCDR7203R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,45904,40979
9419,Shashvat Jewels Yellow Gold Diamond 9 K Ring,34906.0,27576.0,Shashvat Jewels Yellow Gold Diamond 9 K Ring,34905,34432
9420,BMS Lifestyle Book Cover for Apple iPad Mini C155,1599.0,1049.0,BMS Lifestyle Book Cover for Apple iPad Mini C155,1594,1191
9421,RaSav Jewels Yellow Gold Diamond Yellow Gold 18 K Ring,35356.0,28285.0,RaSav Jewels Yellow Gold Diamond Yellow Gold 18 K Ring,35345,34124
9422,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2895.0,2000.0,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2893,2405
9423,Diti Jewellery Platinum Diamond Ring,36400.0,27300.0,Diti Jewellery Platinum Diamond Ring,36399,33821
9424,MKJewellers Copper Jewel Set,1100.0,930.0,MKJewellers Copper Jewel Set,1089,1065
9425,Targus Book Cover for iPad 3 / 4,2499.0,2000.0,Targus Book Cover for iPad 3 / 4,2486,2311
